=== PHASE A: Spawning child, writing pattern, sustained hold ===
CHECK 2026-07-30T05:48:51.549362 matches=0 nonzero=0 1520, 248.82, 0
4, 196.29, 0
CHECK 2026-07-30T05:48:51.700311 matches=0 nonzero=0 1520, 248.93, 1
4, 196.27, 0
CHECK 2026-07-30T05:48:52.019606 matches=0 nonzero=0 1520, 249.02, 1
4, 196.29, 0
CHECK 2026-07-30T05:48:52.466705 matches=0 nonzero=0 1520, 248.43, 0
4, 196.32, 0
CHECK 2026-07-30T05:48:52.655220 matches=0 nonzero=0 1520, 248.35, 1
4, 196.31, 0
CHECK 2026-07-30T05:48:52.807748 matches=0 nonzero=0 1520, 248.43, 0
4, 196.36, 0
CHECK 2026-07-30T05:48:53.291253 matches=0 nonzero=0 1520, 248.65, 1
4, 196.34, 0
CHECK 2026-07-30T05:48:53.649294 matches=0 nonzero=0 1520, 248.50, 0
4, 196.34, 0
CHECK 2026-07-30T05:48:53.802969 matches=0 nonzero=0 1520, 248.27, 1
4, 196.32, 0
CHECK 2026-07-30T05:48:53.953528 matches=0 nonzero=0 1520, 248.16, 0
4, 196.30, 0
CHECK 2026-07-30T05:48:54.107543 matches=0 nonzero=0 1520, 248.60, 1
4, 196.29, 0
CHECK 2026-07-30T05:48:54.361288 matches=0 nonzero=0 1520, 248.44, 0
4, 196.35, 0
CHECK 2026-07-30T05:48:54.929298 matches=0 nonzero=0 1520, 248.32, 0
4, 196.37, 0
CHECK 2026-07-30T05:48:55.273694 matches=0 nonzero=0 1520, 248.34, 0
4, 196.36, 0
CHECK 2026-07-30T05:48:55.423862 matches=0 nonzero=0 1520, 248.59, 1
4, 196.36, 0
CHECK 2026-07-30T05:48:55.567222 matches=0 nonzero=0 1520, 248.76, 0
4, 196.31, 0
CHECK 2026-07-30T05:48:56.043734 matches=0 nonzero=0 1520, 248.52, 0
4, 196.29, 0
CHECK 2026-07-30T05:48:56.199146 matches=0 nonzero=0 1520, 248.62, 1
4, 196.30, 0
CHECK 2026-07-30T05:48:56.348151 matches=0 nonzero=0 1520, 248.59, 0
4, 196.32, 0
CHECK 2026-07-30T05:48:56.636648 matches=0 nonzero=0 1520, 248.48, 0
4, 196.34, 0
CHECK 2026-07-30T05:48:57.184886 matches=0 nonzero=0 1520, 248.38, 0
4, 196.34, 0
CHECK 2026-07-30T05:48:57.330124 matches=0 nonzero=0 1520, 248.26, 0
4, 196.32, 0
CHECK 2026-07-30T05:48:57.487865 matches=0 nonzero=0 1520, 248.24, 0
4, 196.31, 0
CHECK 2026-07-30T05:48:57.634116 matches=0 nonzero=0 1520, 248.76, 1
4, 196.34, 0
CHECK 2026-07-30T05:48:57.906690 matches=0 nonzero=0 1520, 248.76, 0
4, 196.28, 0
CHECK 2026-07-30T05:48:58.363463 matches=0 nonzero=0 1520, 248.73, 0
4, 196.27, 0
CHECK 2026-07-30T05:48:58.519686 matches=0 nonzero=0 1520, 249.09, 0
4, 196.28, 0
CHECK 2026-07-30T05:48:58.858626 matches=0 nonzero=0 1520, 249.03, 0
4, 196.26, 0
CHECK 2026-07-30T05:48:59.561080 matches=0 nonzero=0 1520, 248.53, 0
4, 196.19, 0
CHECK 2026-07-30T05:48:59.718908 matches=0 nonzero=0 1520, 248.81, 0
4, 196.20, 0
CHECK 2026-07-30T05:48:59.947111 matches=0 nonzero=0 1520, 248.27, 0
4, 196.19, 0
CHECK 2026-07-30T05:49:00.107764 matches=0 nonzero=0 1520, 248.48, 0
4, 196.23, 0
CHECK 2026-07-30T05:49:00.260546 matches=0 nonzero=0 1520, 248.52, 0
4, 196.36, 0
CHECK 2026-07-30T05:49:01.181189 matches=0 nonzero=0 1520, 247.92, 0
4, 196.28, 0
CHECK 2026-07-30T05:49:01.546686 matches=0 nonzero=0 1520, 248.05, 0
4, 196.30, 0

=== DONE ===
